Year,S021
1780,88.3
1781,89.7
1782,98.1
1783,95.4
1784,90.1
1785,89.3
1786,90.6
1787,95.9
1788,90.7
1789,96.7
1790,96.5
1791,96.9
1792,95.2
1793,104.4
1794,106.4
1795,124.1
1796,125.4
1797,114.7
1798,116.6
1799,134.6
1800,163.1
1801,163.2
1802,132.0
1803,133.5
1804,134.3
1805,147.1
1806,145.3
1807,141.7
1808,156.1
1809,167.4
1810,165.7
1811,157.1
1812,176.8
1813,182.5
1814,166.0
1815,140.3
1816,128.1
1817,142.9
1818,149.8
1819,138.4
1820,124.7
1821,107.7
1822,95.0
1823,105.4
1824,110.1
1825,122.1
1826,108.0
1827,107.3
1828,104.1
1829,103.5
1830,102.1
1831,102.9
1832,98.8
1833,95.7
1834,93.4
1835,91.3
1836,102.8
1837,101.9
1838,105.7
1839,112.7
1840,110.7
1841,105.5
1842,95.9
1843,86.1
1844,87.6
1845,90.0
1846,92.9
1847,104.6
1848,88.4
1849,79.8
1850,79.4
1851,77.3
1852,80.4
1853,97.9
1854,105.2
1855,104.1
1856,104.1
1857,108.2
1858,93.8
1859,96.9
1860,102.1
1861,101.0
1862,104.1
1863,106.2
1864,108.2
1865,104.1
1866,105.2
1867,103.1
1868,102.1
1869,101.0
1870,99.0
1871,103.1
1872,112.4
1873,114.4
1874,105.2
1875,99.0
1876,97.9
1877,96.9
1878,89.7
1879,85.6
1880,90.7
1881,87.6
1882,86.6
1883,84.5
1884,78.4
1885,74.2
1886,71.1
1887,70.1
1888,72.2
1889,74.2
1890,74.2
1891,74.2
1892,70.1
1893,70.1
1894,64.9
1895,63.9
1896,62.9
1897,63.9
1898,66.0
1899,70.1
1900,77.3
1901,72.2
1902,71.1
1903,74.1
1904,72.2
1905,74.2
1906,79.4
1907,82.5
1908,75.3
1909,76.3
1910,80.4
1911,82.5
1912,87.6
1913,87.6
1914,87.6
1915,111.3
1916,140.2
1917,184.5
1918,197.9
1919,212.4
1920,258.8
1921,159.8
1922,135.1
1923,133.0
1924,143.3
1925,140.2
1926,129.9
1927,125.8
1928,123.7
1929,118.8
1930,100.0
1931,85.6
1932,82.5
1933,81.4
1934,84.5
1935,86.6
1936,91.8
1937,105.2
1938,93.8
1939,98.7507930720146
1940,132.32896991795835
1941,146.19803099361857
1942,155.96280765724697
1943,158.43392889699138
1944,163.0769006381035
1945,167.41205104831317
1946,162.0
1947,177.4
1948,202.8
1949,212.7
1950,248.0
1951,365.7
1952,375.1
1953,375.5
1954,377.8
1955,389.4
1956,406.1
1957,419.0
1958,421.7
1959,423.2
1960,428.9
1961,440.3
1962,450.1
1963,456.2
1964,471.4
1965,493.1
1966,506.8
1967,513.3
1968,536.1
1969,557.0
1970,596.3
1971,650.0
1972,684.6
1973,734.7
1974,906.4
1975,1125.3
1976,1248.4
1977,1475.8217054263566
1978,1620.9844961240308
1979,1797.5992248062014
1980,2049.214728682171
1981,2245.1844961240317
1982,2419.3798449612405
1983,2550.026356589148
1984,2674.5310150513146
1985,2840.351937984496
1986,2880.11686511628
1987,2978.040838530233
1988,3088.2283495558527
1989,3236.4633103345336
1990,3437.1240355752743
1991,3622.72873349634
1992,3735.0333242347256
1993,3883.068181597687
1994,3980.3778081159976
1995,4140.835170991935
1996,4248.828152251405
1997,4286.799610769401
1998,4311.313354981674
1999,4360.299435054508
2000,4470.735509064863
2001,4480.383655013275
2002,4494.545311298068
2003,4562.098597540023
2004,4674.68740794328
2005,4805.290428011061
2006,4922.382790830448
2007,5071.000020562749
2008,5411.009600485539
2009,5498.440635322828
2010,5726.732781842416
