Year,S206
1947,244.1
1948,269.1
1949,267.2
1950,293.7
1951,339.3
1952,358.3
1953,379.3
1954,380.4
1955,414.7
1956,437.4
1957,461.1
1958,467.2
1959,506.6
1960,526.4
1961,544.8
1962,585.7
1963,617.8
1964,663.6
1965,719.1
1966,787.7
1967,832.4
1968,909.8
1969,984.4
1970,1038.3
1971,1126.8
1972,1237.9
1973,1382.3
1974,1499.5
1975,1637.7
1976,1824.6
1977,2030.1
1978,2293.8
1979,2562.2
1980,2788.1
1981,3126.8
1982,3253.2
1983,3534.6
1984,3930.9
1985,4217.5
1986,4460.1
1987,4736.4
1988,5100.4
1989,5482.1
1990,5800.5
1991,5992.1
1992,6342.3
1993,6667.4
1994,7085.2
1995,7414.7
1996,7838.5
1997,8332.4
1998,8793.5
1999,9353.5
2000,9951.5
2001,10286.2
2002,10642.3
2003,11142.1
2004,11853.3
2005,12623.0
2006,13377.2
2007,14028.7
2008,14291.5
2009,13973.7
2010,14498.9
2011,15075.7
