,"Shaikh Appendix 14, GRWAGEHP100, Rate (decimal)","Shaikh Appendix 14, ulintensityhp100, Index",Composite final series
Year,S074-A,S074-B,S074
1948,,0.0391578319304503,
1949,0.0307602530390706,0.040999900044144,0.0307602530390706
1950,0.0301582660637622,0.0427712437989294,0.0301582660637622
1951,0.029526075564812,0.0445926456110589,0.029526075564812
1952,0.0289581664896487,0.0467781359923393,0.0289581664896487
1953,0.0283239395017364,0.049510065423125,0.0283239395017364
1954,0.0276032063383312,0.052755585532098,0.0276032063383312
1955,0.0268889336250018,0.0562189131352932,0.0268889336250018
1956,0.0262001140513748,0.059730454380453,0.0262001140513748
1957,0.0256550339704552,0.0631193916304801,0.0256550339704552
1958,0.0253320633352733,0.0660787722589002,0.0253320633352733
1959,0.0251678749934883,0.0681153507130073,0.0251678749934883
1960,0.0250305814892429,0.0690217500706532,0.0250305814892429
1961,0.024911599086974,0.0686846709256621,0.024911599086974
1962,0.0247701548423048,0.0670024493689303,0.0247701548423048
1963,0.0245151156352174,0.0642234518448166,0.0245151156352174
1964,0.0240899116282482,0.0607343811400498,0.0240899116282482
1965,0.0234760898262662,0.0570617187242424,0.0234760898262662
1966,0.0227517553063244,0.0538034423271353,0.0227517553063244
1967,0.0219334031245875,0.0515132566881662,0.0219334031245875
1968,0.021020208156056,0.0505947584161392,0.021020208156056
1969,0.0199108651766111,0.0512692292097281,0.0199108651766111
1970,0.0185922179294811,0.0535485309612159,0.0185922179294811
1971,0.0170755062355129,0.0572046557405421,0.0170755062355129
1972,0.0154043006365884,0.0619017230693243,0.0154043006365884
1973,0.0136710074667718,0.0674004445256079,0.0136710074667718
1974,0.0120940370435289,0.0735083230376329,0.0120940370435289
1975,0.0108851898048173,0.0798406818958558,0.0108851898048173
1976,0.0100522218933206,0.0858214465288774,0.0100522218933206
1977,0.0094630244745649,0.0912718657443952,0.0094630244745649
1978,0.0091200475987246,0.0963576223996693,0.0091200475987246
1979,0.0090542376839294,0.101327522278674,0.0090542376839294
1980,0.0092638749230934,0.106180078769751,0.0092638749230934
1981,0.0096831471263619,0.110527039939472,0.0096831471263619
1982,0.0102401043580367,0.113765500343937,0.0102401043580367
1983,0.0107765910754187,0.11522483501992,0.0107765910754187
1984,0.0112236930972032,0.114597069968952,0.0112236930972032
1985,0.0115415417668993,0.112317428386922,0.0115415417668993
1986,0.0117078392645019,0.109020096075844,0.0117078392645019
1987,0.0117445683679536,0.105327470004881,0.0117445683679536
1988,0.0117526084591785,0.101814237931615,0.0117526084591785
1989,0.011824411449709,0.0988888323030165,0.011824411449709
1990,0.0120763663853296,0.0966755778402158,0.0120763663853296
1991,0.0124615314570649,0.0949294571459249,0.0124615314570649
1992,0.0129303984952924,0.0931050969344221,0.0129303984952924
1993,0.0134371939703308,0.0906358574013321,0.0134371939703308
1994,0.014108212414226,0.0873425069313657,0.014108212414226
1995,0.0150170952319576,0.0833695034650186,0.0150170952319576
1996,0.0161448549481229,0.0791228221176972,0.0161448549481229
1997,0.0173211597190996,0.0750951534487605,0.0173211597190996
1998,0.0182889740410908,0.0718831014355405,0.0182889740410908
1999,0.0187993039750917,0.0701049635979026,0.0187993039750917
2000,0.0187850571263553,0.0703055034710241,0.0187850571263553
2001,0.0182676530152909,0.0728868301686353,0.0182676530152909
2002,0.0174249047371685,0.0780489878687665,0.0174249047371685
2003,0.0163389798927039,0.085880616694197,0.0163389798927039
2004,0.0150707854400329,0.0966442123235483,0.0150707854400329
2005,0.0137927951879275,0.110886038525925,0.0137927951879275
2006,0.0126331149587349,0.129258551023105,0.0126331149587349
2007,0.0116149152746136,0.152235295646656,0.0116149152746136
2008,0.010703565688155,0.179768447651907,0.010703565688155
2009,0.0098481548307079,0.211059425872375,0.0098481548307079
2010,0.0090245199960424,0.244533664335025,0.0090245199960424
2011,0.0081884722151052,0.278745829540771,0.0081884722151052
