year,value,subseries_id,source_id,units
1990,29.586161158612,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
1991,43.6742991031197,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
1992,20.6203619151071,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
1993,22.3868492435518,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
1994,52.9140628843961,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
1995,75.37670286951041,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
1996,107.03942503939999,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
1997,142.762467746157,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
1998,149.18789572312602,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
1999,157.727874491998,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2000,168.277583225843,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2001,215.605127617139,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2002,291.127828205211,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2003,408.150659048592,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2004,614.4995243495999,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2005,821.513849695566,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2006,1068.49302986989,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2007,1530.28162304336,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2008,1949.2599535701102,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2009,2416.04368706779,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2010,2866.0793163153703,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2011,3202.7884735634902,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2012,3331.12001377381,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2013,3839.54776025292,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2014,3859.16796299108,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2015,3345.19376388813,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2016,3029.7753053784,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2017,3158.8769472130402,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2018,3091.88125719908,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2019,3127.49385803636,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2020,3238.78237143371,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2021,3313.92033062885,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2022,3189.68910881377,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2023,3301.31972751898,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
2024,3264.8038697391203,ES2303-A,WB_FI_RES_XGLD_CD_CHN,billion_usd
