year,value,subseries_id,source_id,units
0,,S402-ac,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
0,70.0,S402-afc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
0,,S402-avc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
0,,S402-mc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
0,70.0,S402-tc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
0,,S402-ulc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
1,32.05,S402-ac,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
1,24.648,S402-afc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
1,7.4,S402-avc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
1,7.4,S402-mc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
1,91.0,S402-tc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
1,4.4,S402-ulc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
2,15.91,S402-ac,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
2,9.511,S402-afc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
2,6.4,S402-avc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
2,5.77,S402-mc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
2,117.1,S402-tc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
2,3.4,S402-ulc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
3,11.07,S402-ac,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
3,5.255,S402-afc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
3,5.82,S402-avc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
3,5.1,S402-mc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
3,147.5,S402-tc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
3,2.82,S402-ulc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
4,8.86,S402-ac,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
4,3.418,S402-afc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
4,5.44,S402-avc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
4,4.75,S402-mc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
4,181.4,S402-tc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
4,2.44,S402-ulc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
5,7.63,S402-ac,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
5,2.448,S402-afc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
5,5.19,S402-avc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
5,4.54,S402-mc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
5,218.3,S402-tc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
5,2.19,S402-ulc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
6,6.87,S402-ac,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
6,1.87,S402-afc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
6,5.0,S402-avc,SHAIKH_APPENDIX_4_2,money_units_per_unit_output_illustrative
