year,value,subseries_id,source_id,units
1940,6.5,S804-CONC,STIGLER_1963_TABLE_17,percent
1940,5.25,S804-UNCONC,STIGLER_1963_TABLE_17,percent
1943,6.2,S804-CONC,STIGLER_1963_TABLE_17,percent
1943,7.6,S804-UNCONC,STIGLER_1963_TABLE_17,percent
1946,7.3,S804-CONC,STIGLER_1963_TABLE_17,percent
1946,10.0,S804-UNCONC,STIGLER_1963_TABLE_17,percent
1949,9.1,S804-CONC,STIGLER_1963_TABLE_17,percent
1949,8.0,S804-UNCONC,STIGLER_1963_TABLE_17,percent
1952,6.3,S804-CONC,STIGLER_1963_TABLE_17,percent
1952,5.1,S804-UNCONC,STIGLER_1963_TABLE_17,percent
1956,7.0,S804-CONC,STIGLER_1963_TABLE_17,percent
1956,5.4,S804-UNCONC,STIGLER_1963_TABLE_17,percent
