year,value,subseries_id,source_id,units
1,5143.0,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
2,5173.9,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
3,5294.9,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
4,5814.1,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
5,5154.9,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
6,5226.3,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
7,5445.6,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
8,5160.5,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
9,5266.0,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
10,5325.9,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
11,5383.3,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
12,5525.4,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
13,5630.1,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
14,5727.6,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
15,5845.7,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
16,5879.1,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
17,7399.9,S407-A,INMAN_1995_ENGINEERING_ECONOMIST,USD per additional car vs annual vehicle production (thousands)
