year,value,subseries_id,source_id,units
2002,0.49,ES2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2002,1.45,ES2201-alpha,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2002,0.17,ES2201-f_top3,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2002,46.39,ES2201-r_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2002,38.33,ES2201-w_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2003,0.49,ES2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2003,1.42,ES2201-alpha,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2003,0.18,ES2201-f_top3,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2003,47.59,ES2201-r_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2003,38.91,ES2201-w_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2004,0.49,ES2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2004,1.35,ES2201-alpha,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2004,0.21,ES2201-f_top3,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2004,51.34,ES2201-r_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2004,40.62,ES2201-w_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2005,0.49,ES2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2005,1.31,ES2201-alpha,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2005,0.24,ES2201-f_top3,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2005,55.24,ES2201-r_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2005,42.27,ES2201-w_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2006,0.49,ES2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2006,1.3,ES2201-alpha,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2006,0.25,ES2201-f_top3,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2006,58.03,ES2201-r_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2006,43.83,ES2201-w_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2007,0.49,ES2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2007,1.29,ES2201-alpha,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2007,0.26,ES2201-f_top3,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2007,60.76,ES2201-r_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2007,44.94,ES2201-w_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2008,0.49,ES2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2008,1.35,ES2201-alpha,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2008,0.23,ES2201-f_top3,SHAIKH_JACOBO_2020_TABLE1,dimensionless
2008,58.01,ES2201-r_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2008,44.87,ES2201-w_mean,SHAIKH_JACOBO_2020_TABLE1,thousands_usd
2009,0.49,ES2201-G_prime,SHAIKH_JACOBO_2020_TABLE1,dimensionless
